film_code,cinema_code,tickets_sold,tickets_out,show_time,ticket_use
1558,164,44,0,6,44
1558,72,29,0,3,29
1558,452,19,0,2,19
1558,415,39,0,3,39
1558,277,26,0,3,26
1558,247,47,0,2,47
1558,396,25,0,3,25
1558,528,28,0,4,28
1558,155,37,0,3,37
1558,271,39,0,4,39
1558,474,23,0,1,23
1558,181,22,0,2,22
1558,172,22,0,4,22
1558,425,30,0,2,30
1558,333,34,0,8,34
1558,142,20,2,4,18
1558,266,12,0,4,12
1558,556,15,0,3,15
1558,243,28,0,4,28
1558,417,17,0,5,17
1558,167,21,0,8,21
1558,225,20,0,2,20
1558,248,20,0,2,20
1558,519,28,0,2,28
1558,194,25,0,2,25
1558,222,15,0,4,15
1558,475,16,0,2,16
1558,453,16,0,5,16
1558,522,12,0,3,12
1558,454,15,0,1,15
1558,430,9,0,1,9
1558,61,11,0,7,11
1558,50,7,0,3,7
1558,534,12,0,3,12
1558,537,15,0,1,15
1558,57,6,0,3,6
1558,471,9,0,3,9
1558,521,12,0,1,12
1558,529,7,0,2,7
1558,531,11,0,3,11
1558,441,13,0,6,13
1558,532,9,0,3,9
1558,477,11,0,1,11
1558,196,4,0,2,4
1558,338,7,0,1,7
1558,548,12,0,1,12
1558,432,8,0,2,8
1558,533,4,0,1,4
1558,162,4,0,1,4
1558,144,3,0,8,3
1558,526,2,0,2,2
1558,548,33,0,1,33
1558,448,776,0,7,776
1558,518,517,0,11,517
1558,183,398,0,7,398
1558,304,250,0,3,250
1558,163,300,0,5,300
1558,513,323,0,4,323
1558,524,208,0,4,208
1558,210,261,0,5,261
1558,73,171,0,5,171
1558,34,138,0,3,138
1558,489,110,0,6,110
1558,195,160,0,7,160
1558,52,133,0,7,133
1558,72,127,0,3,127
1558,556,120,0,4,120
1558,417,116,0,5,116
1558,396,127,0,4,127
1558,352,97,0,4,97
1558,452,78,0,2,78
1558,33,97,0,7,97
1558,380,123,0,4,123
1558,187,118,0,3,118
1558,222,121,0,5,121
1558,277,86,0,3,86
1558,266,56,0,4,56
1558,561,139,0,4,139
1558,456,79,0,2,79
1558,50,53,0,3,53
1558,529,51,0,2,51
1558,474,64,0,2,64
1558,247,85,0,2,85
1558,499,47,0,3,47
1558,243,91,0,4,91
1558,142,52,2,3,50
1558,526,55,0,3,55
1558,415,74,0,3,74
1558,248,73,0,2,73
1558,194,97,0,2,97
1558,431,37,0,8,37
1558,155,58,0,4,58
1558,89,29,0,1,29
1558,167,58,0,8,58
1558,164,55,0,6,55
1558,291,51,0,3,51
1558,425,48,0,2,48
1558,172,33,0,3,33
1558,144,40,0,8,40
1558,333,53,0,8,53
1558,528,45,0,4,45
1558,57,25,0,3,25
1558,464,32,0,2,32
1558,471,36,0,3,36
1558,432,41,0,2,41
1558,537,51,0,1,51
1558,475,36,1,2,35
1558,61,31,0,7,31
1558,181,23,0,2,23
1558,196,21,0,2,21
1558,141,18,0,2,18
1558,453,30,0,6,30
1558,271,32,0,4,32
1558,534,26,0,3,26
1558,115,17,5,2,12
1558,430,14,0,1,14
1558,162,21,0,1,21
1558,519,23,0,2,23
1558,225,16,5,3,11
1558,546,7,0,1,7
1558,477,18,5,1,13
1558,321,17,0,1,17
1558,299,17,0,1,17
1558,454,12,0,1,12
1558,341,14,0,4,14
1558,531,11,0,3,11
1558,259,12,0,2,12
1558,168,8,0,3,8
1558,522,4,0,3,4
1558,338,9,0,1,9
1558,533,7,0,1,7
1558,326,6,0,3,6
1558,441,7,0,6,7
1558,548,8,0,1,8
1558,521,2,0,1,2
1558,339,2,0,4,2
1558,448,712,0,8,712
1558,304,223,0,3,223
1558,183,278,0,7,278
1558,524,184,4,5,180
1558,513,206,0,3,206
1558,163,169,0,4,169
1558,518,227,0,10,227
1558,210,188,0,5,188
1558,73,157,0,4,157
1558,352,114,0,4,114
1558,52,137,0,7,137
1558,489,93,0,6,93
1558,452,82,0,2,82
1558,195,111,0,7,111
1558,380,122,0,4,122
1558,417,93,0,5,93
1558,396,101,0,4,101
1558,89,63,0,1,63
1558,561,155,0,4,155
1558,33,74,0,7,74
1558,50,67,0,3,67
1558,529,65,0,2,65
1558,34,62,0,3,62
1558,187,87,0,3,87
1558,266,46,0,4,46
1558,546,44,0,1,44
1558,277,64,0,3,64
1558,474,64,0,2,64
1558,556,51,0,4,51
1558,72,44,0,3,44
1558,431,41,0,8,41
1558,172,49,0,3,49
1558,247,65,0,2,65
1558,471,53,0,3,53
1558,155,45,0,4,45
1558,248,48,0,2,48
1558,333,55,0,8,55
1558,167,47,0,8,47
1558,181,41,0,2,41
1558,115,32,6,4,26
1558,415,45,0,3,45
1558,222,39,0,4,39
1558,291,40,0,3,40
1558,271,46,0,4,46
1558,164,39,0,6,39
1558,142,30,0,4,30
1558,144,32,0,8,32
1558,526,27,0,2,27
1558,534,34,1,3,33
1558,528,33,1,3,32
1558,243,37,0,4,37
1558,430,22,0,1,22
1558,425,31,0,2,31
1558,522,13,0,3,13
1558,194,37,0,2,37
1558,196,16,0,2,16
1558,432,20,0,2,20
1558,141,10,0,2,10
1558,475,21,0,4,21
1558,464,32,0,1,32
1558,57,12,0,3,12
1558,519,26,0,2,26
1558,225,18,31,8,-13
1558,453,22,0,6,22
1558,61,13,0,7,13
1558,162,22,0,2,22
1558,168,10,0,3,10
1558,341,16,0,4,16
1558,537,16,0,1,16
1558,454,13,0,1,13
1558,499,6,0,3,6
1558,531,11,0,3,11
1558,477,13,0,1,13
1558,321,13,0,1,13
1558,456,8,0,2,8
1558,299,11,0,1,11
1558,273,10,0,2,10
1558,441,8,0,6,8
1558,521,5,0,1,5
1558,548,4,0,1,4
1558,339,2,0,4,2
1558,338,2,0,1,2
1558,486,2,0,1,2
1558,448,466,0,9,466
1558,518,503,0,15,503
1558,183,213,0,7,213
1558,195,179,0,7,179
1558,163,155,0,5,155
1558,513,137,0,3,137
1558,304,94,0,3,94
1558,73,103,0,4,103
1558,52,72,0,7,72
1558,524,66,5,4,61
1558,291,110,0,3,110
1558,489,57,1,6,56
1558,34,62,0,3,62
1558,187,83,0,3,83
1558,456,77,0,2,77
1558,526,81,0,2,81
1558,417,51,0,5,51
1558,141,35,0,4,35
1558,33,41,0,7,41
1558,172,48,0,3,48
1558,380,56,0,3,56
1558,352,31,0,3,31
1558,72,40,0,3,40
1558,248,62,0,2,62
1558,452,26,0,2,26
1558,259,52,0,2,52
1558,277,37,0,3,37
1558,561,57,0,2,57
1558,271,55,0,7,55
1558,430,66,0,1,66
1558,528,36,4,5,32
1558,266,19,0,4,19
1558,396,28,0,3,28
1558,415,39,0,3,39
1558,522,18,0,3,18
1558,167,38,0,8,38
1558,529,25,0,3,25
1558,39,21,1,3,20
1558,471,29,0,3,29
1558,431,22,0,8,22
1558,50,19,0,3,19
1558,89,15,0,1,15
1558,155,29,0,3,29
1558,181,23,0,2,23
1558,453,35,0,5,35
1558,333,35,0,8,35
1558,194,38,0,2,38
1558,142,19,0,4,19
1558,222,22,0,4,22
1558,61,21,0,7,21
1558,247,27,0,2,27
1558,243,27,0,4,27
1558,57,12,0,3,12
1558,225,20,1,6,19
1558,519,26,0,2,26
1558,531,20,0,4,20
1558,537,24,0,1,24
1558,180,14,0,2,14
1558,164,16,0,6,16
1558,425,16,0,2,16
1558,499,11,0,2,11
1558,168,12,0,3,12
1558,273,19,0,2,19
1558,521,15,0,1,15
1558,454,12,0,1,12
1558,475,10,0,2,10
1558,534,10,0,3,10
1558,477,13,0,1,13
1558,321,13,0,1,13
1558,324,9,0,1,9
1558,196,6,0,1,6
1558,441,12,0,6,12
1558,474,7,0,1,7
1558,496,10,0,2,10
1558,338,10,0,1,10
1558,341,10,0,4,10
1558,299,8,0,1,8
1558,144,5,0,8,5
1558,533,6,0,1,6
1558,339,6,0,4,6
1558,162,3,0,1,3
1558,448,1115,0,8,1115
1558,183,1576,0,7,1576
1558,417,555,0,5,555
1558,518,528,0,13,528
1558,513,508,0,3,508
1558,524,382,4,7,378
1558,304,312,0,3,312
1558,163,405,0,5,405
1558,34,339,0,3,339
1558,52,335,0,7,335
1558,73,237,0,5,237
1558,489,217,0,6,217
1558,352,213,0,4,213
1558,396,337,0,4,337
1558,561,519,0,2,519
1558,450,178,0,3,178
1558,195,277,0,7,277
1558,380,270,0,2,270
1558,474,211,0,1,211
1558,72,195,0,6,195
1558,222,288,0,4,288
1558,187,284,0,3,284
1558,291,282,0,3,282
1558,452,139,0,2,139
1558,266,138,0,4,138
1558,180,259,0,2,259
1558,33,166,0,7,166
1558,528,197,2,5,195
1558,89,124,0,1,124
1558,155,227,0,3,227
1558,57,130,0,3,130
1558,486,301,0,2,301
1558,259,182,0,2,182
1558,194,235,0,2,235
1558,172,135,0,3,135
1558,453,161,0,5,161
1558,181,106,0,2,106
1558,50,106,0,3,106
1558,88,101,0,5,101
1558,529,99,0,3,99
1558,39,98,0,3,98
1558,415,136,0,3,136
1558,248,132,0,2,132
1558,247,131,0,2,131
1558,546,65,0,1,65
1558,142,110,0,4,110
1558,167,124,0,8,124
1558,454,156,0,1,156
1558,499,78,0,3,78
1558,481,152,0,3,152
1558,164,130,0,6,130
1558,431,75,0,8,75
1558,496,139,0,2,139
1558,425,104,0,2,104
1558,522,51,0,3,51
1558,521,131,0,2,131
1558,321,129,0,1,129
1558,432,159,0,2,159
1558,430,72,0,1,72
1558,531,117,0,4,117
1558,333,53,0,8,53
1558,141,38,0,2,38
1558,277,30,0,3,30
1558,144,73,0,8,73
1558,271,79,0,7,79
1558,168,45,0,3,45
1558,475,58,0,4,58
1558,477,78,0,1,78
1558,324,48,0,1,48
1558,339,62,0,4,62
1558,225,52,0,6,52
1558,471,24,0,2,24
1558,61,31,0,7,31
1558,534,36,0,3,36
1558,519,23,0,2,23
1558,251,30,0,6,30
1558,273,32,0,2,32
1558,81,13,0,2,13
1558,338,15,0,1,15
1558,463,25,0,1,25
1558,553,23,3,1,20
1558,162,22,0,1,22
1558,196,6,0,1,6
1558,299,20,0,1,20
1558,341,20,0,4,20
1558,533,17,0,1,17
1558,249,17,0,2,17
1558,441,12,0,6,12
1558,548,10,0,1,10
1558,448,216,0,5,216
1558,518,460,0,12,460
1558,183,198,0,7,198
1558,195,178,0,7,178
1558,304,78,0,3,78
1558,34,85,0,3,85
1558,513,85,0,2,85
1558,163,71,0,4,71
1558,73,63,0,4,63
1558,187,86,0,3,86
1558,450,42,0,3,42
1558,33,45,0,7,45
1558,291,74,0,3,74
1558,380,57,0,3,57
1558,52,38,0,7,38
1558,141,29,0,4,29
1558,452,29,0,2,29
1558,474,43,0,2,43
1558,271,65,0,7,65
1558,561,62,0,2,62
1558,524,23,0,7,23
1558,266,23,0,4,23
1558,259,50,0,2,50
1558,529,29,0,3,29
1558,277,30,0,3,30
1558,481,50,0,3,50
1558,72,28,2,6,26
1558,155,34,0,3,34
1558,352,18,0,3,18
1558,88,20,0,4,20
1558,172,30,0,4,30
1558,528,29,0,5,29
1558,39,19,0,3,19
1558,248,32,0,2,32
1558,167,31,0,8,31
1558,417,21,0,5,21
1558,89,14,0,1,14
1558,522,14,0,3,14
1558,222,28,0,4,28
1558,415,27,0,1,27
1558,247,34,0,2,34
1558,477,35,0,1,35
1558,453,28,0,4,28
1558,194,34,0,2,34
1558,489,11,0,6,11
1558,431,13,0,8,13
1558,496,36,0,2,36
1558,425,20,0,2,20
1558,225,20,0,6,20
1558,180,17,0,2,17
1558,181,15,0,2,15
1558,333,22,0,8,22
1558,164,16,0,6,16
1558,321,22,0,1,22
1558,142,12,0,4,12
1558,430,9,0,1,9
1558,519,18,0,2,18
1558,531,15,0,4,15
1558,168,11,0,3,11
1558,251,12,0,6,12
1558,534,12,0,3,12
1558,144,10,0,8,10
1558,396,10,0,3,10
1558,454,13,0,1,13
1558,50,6,0,3,6
1558,526,12,0,1,12
1558,299,13,0,1,13
1558,339,10,0,4,10
1558,463,10,0,1,10
1558,57,5,0,3,5
1558,162,9,0,3,9
1558,196,5,0,1,5
1558,499,5,0,2,5
1558,61,6,2,7,4
1558,486,10,0,1,10
1558,249,15,0,2,15
1558,324,3,0,1,3
1558,521,2,0,1,2
1558,448,245,0,5,245
1558,524,237,0,7,237
1558,195,177,0,7,177
1558,183,169,0,7,169
1558,513,117,0,2,117
1558,304,75,0,3,75
1558,518,122,0,10,122
1558,163,77,0,4,77
1558,471,166,0,2,166
1558,52,51,0,7,51
1558,34,47,0,3,47
1558,73,40,0,4,40
1558,187,58,0,3,58
1558,33,38,0,7,38
1558,561,75,0,2,75
1558,271,72,0,7,72
1558,266,48,0,4,48
1558,72,32,0,6,32
1558,452,25,0,3,25
1558,489,25,0,8,25
1558,380,38,0,3,38
1558,529,26,0,3,26
1558,417,26,0,4,26
1558,248,41,0,2,41
1558,89,19,0,1,19
1558,181,33,0,2,33
1558,172,32,0,4,32
1558,495,41,0,3,41
1558,259,43,0,2,43
1558,450,16,0,3,16
1558,164,34,0,6,34
1558,180,29,0,2,29
1558,155,29,0,3,29
1558,277,23,0,3,23
1558,352,16,0,3,16
1558,225,28,13,6,15
1558,247,34,0,2,34
1558,481,31,0,3,31
1558,522,12,0,3,12
1558,528,24,0,5,24
1558,477,34,0,1,34
1558,222,21,0,4,21
1558,333,25,0,8,25
1558,526,16,0,1,16
1558,88,12,0,4,12
1558,57,12,0,3,12
1558,431,13,0,8,13
1558,141,9,0,4,9
1558,167,19,0,8,19
1558,534,19,0,3,19
1558,486,27,0,1,27
1558,194,25,0,2,25
1558,519,24,0,1,24
1558,516,15,2,1,13
1558,61,13,0,7,13
1558,453,14,0,5,14
1558,50,8,0,3,8
1558,321,19,0,1,19
1558,299,24,0,1,24
1558,415,12,0,1,12
1558,39,7,0,3,7
1558,196,8,0,1,8
1558,425,11,0,2,11
1558,496,15,0,2,15
1558,546,5,0,1,5
1558,430,7,0,1,7
1558,475,10,0,4,10
1558,341,13,0,4,13
1558,396,6,0,3,6
1558,144,7,0,8,7
1558,324,7,0,1,7
1558,168,6,0,3,6
1558,537,9,0,2,9
1558,521,7,0,1,7
1558,326,7,0,1,7
1558,142,4,0,4,4
1558,548,14,0,1,14
1558,249,15,0,2,15
1558,454,5,0,1,5
1558,441,5,0,6,5
1558,463,4,0,1,4
1558,339,4,0,4,4
1558,162,4,0,4,4
1558,338,4,0,1,4
1558,532,2,0,1,2
1558,531,1,0,4,1
1558,448,198,0,5,198
1558,524,264,0,7,264
1558,163,196,0,8,196
1558,195,153,0,7,153
1558,513,229,0,4,229
1558,183,131,0,7,131
1558,489,156,2,8,154
1558,304,80,0,3,80
1558,518,96,0,11,96
1558,73,63,0,4,63
1558,352,90,0,3,90
1558,187,78,0,3,78
1558,431,100,0,8,100
1558,33,43,0,7,43
1558,561,85,0,2,85
1558,89,63,0,1,63
1558,452,28,0,3,28
1558,271,64,0,7,64
1558,72,31,0,6,31
1558,52,31,0,7,31
1558,141,27,0,6,27
1558,155,42,0,3,42
1558,380,40,0,3,40
1558,546,21,0,1,21
1558,248,43,0,2,43
1558,450,20,0,3,20
1558,259,43,0,2,43
1558,277,29,0,3,29
1558,529,24,0,3,24
1558,396,29,0,3,29
1558,34,22,0,3,22
1558,164,37,0,6,37
1558,528,23,0,4,23
1558,172,29,0,4,29
1558,247,38,0,2,38
1558,180,24,0,2,24
1558,333,32,0,8,32
1558,181,26,0,2,26
1558,88,15,0,4,15
1558,225,22,0,6,22
1558,415,21,0,1,21
1558,453,24,0,5,24
1558,475,20,0,4,20
1558,167,19,0,8,19
1558,222,15,0,4,15
1558,266,8,0,4,8
1558,430,12,0,1,12
1558,471,15,0,2,15
1558,496,26,0,2,26
1558,321,22,0,1,22
1558,481,18,0,3,18
1558,495,18,0,3,18
1558,474,10,0,1,10
1558,425,14,0,2,14
1558,57,8,0,3,8
1558,61,12,0,7,12
1558,299,25,0,1,25
1558,194,17,0,2,17
1558,168,10,0,3,10
1558,165,10,0,2,10
1558,467,16,0,1,16
1558,245,10,0,2,10
1558,537,14,0,2,14
1558,162,11,0,4,11
1558,273,13,0,2,13
1558,522,8,0,3,8
1558,338,12,0,1,12
1558,534,8,0,3,8
1558,339,8,0,4,8
1558,477,9,0,1,9
1558,454,7,0,1,7
1558,499,4,0,2,4
1558,428,5,0,1,5
1558,324,5,0,1,5
1558,142,4,0,4,4
1558,516,4,0,1,4
1558,548,12,0,1,12
1558,39,2,0,3,2
1558,50,2,0,3,2
1558,417,2,0,4,2
1558,519,4,0,1,4
1558,249,9,0,1,9
1558,486,4,0,1,4
1558,521,2,0,1,2
1558,448,729,0,8,729
1558,524,477,2,7,475
1558,183,499,0,7,499
1558,304,306,0,3,306
1558,513,382,0,4,382
1558,163,340,0,9,340
1558,518,392,0,12,392
1558,73,164,0,4,164
1558,34,148,0,3,148
1558,450,119,2,3,117
1558,195,166,0,5,166
1558,72,133,0,6,133
1558,141,101,0,5,101
1558,396,138,0,4,138
1558,352,99,2,4,97
1558,52,113,0,7,113
1558,187,159,0,3,159
1558,489,82,0,8,82
1558,452,74,0,3,74
1558,33,87,0,7,87
1558,546,58,0,1,58
1558,380,96,0,3,96
1558,417,77,0,4,77
1558,259,120,0,2,120
1558,266,51,0,4,51
1558,431,59,0,8,59
1558,39,60,0,3,60
1558,88,55,0,5,55
1558,474,76,0,2,76
1558,561,102,0,2,102
1558,248,87,0,2,87
1558,89,40,0,1,40
1558,529,50,0,3,50
1558,181,50,0,2,50
1558,464,61,0,1,61
1558,50,45,0,3,45
1558,528,60,0,4,60
1558,522,34,0,3,34
1558,222,63,0,4,63
1558,475,70,0,4,70
1558,167,66,0,8,66
1558,142,46,2,3,44
1558,333,71,0,8,71
1558,172,53,0,4,53
1558,271,70,0,7,70
1558,180,57,0,2,57
1558,165,45,0,3,45
1558,526,35,0,3,35
1558,415,46,0,1,46
1558,81,25,0,2,25
1558,194,59,0,2,59
1558,155,39,0,3,39
1558,164,42,0,6,42
1558,496,56,0,2,56
1558,425,36,0,2,36
1558,537,47,0,1,47
1558,277,23,0,3,23
1558,481,38,0,3,38
1558,57,19,0,3,19
1558,521,69,0,1,69
1558,442,20,0,1,20
1558,534,27,0,3,27
1558,531,30,0,4,30
1558,61,22,4,7,18
1558,454,27,0,1,27
1558,430,16,0,1,16
1558,162,25,0,4,25
1558,453,22,0,5,22
1558,532,20,0,3,20
1558,225,20,0,10,20
1558,338,15,0,1,15
1558,251,18,0,6,18
1558,495,19,0,2,19
1558,516,13,0,1,13
1558,467,20,0,1,20
1558,341,19,0,4,19
1558,321,17,0,1,17
1558,196,8,0,2,8
1558,245,10,0,2,10
1558,273,14,0,2,14
1558,492,11,0,1,11
1558,168,8,0,3,8
1558,519,11,0,1,11
1558,247,6,0,1,6
1558,324,5,0,1,5
1558,299,9,0,1,9
1558,249,15,0,1,15
1558,548,12,0,1,12
1558,326,4,0,1,4
1558,339,2,0,4,2
1558,448,722,0,8,722
1558,524,311,0,7,311
1558,304,258,0,3,258
1558,513,356,0,4,356
1558,163,290,0,8,290
1558,183,331,0,7,331
1558,489,160,0,10,160
1558,73,159,0,4,159
1558,352,128,0,4,128
1558,450,122,0,3,122
1558,72,121,0,6,121
1558,518,191,0,9,191
1558,195,143,0,5,143
1558,452,95,0,3,95
1558,141,91,0,5,91
1558,52,108,0,7,108
1558,456,115,0,2,115
1558,34,87,0,3,87
1558,546,65,0,1,65
1558,89,62,0,1,62
1558,417,85,0,4,85
1558,396,87,0,4,87
1558,33,65,0,7,65
1558,187,93,0,3,93
1558,277,65,0,3,65
1558,266,41,0,4,41
1558,380,71,0,3,71
1558,561,91,0,2,91
1558,522,41,0,3,41
1558,528,46,0,3,46
1558,474,51,0,2,51
1558,431,36,0,8,36
1558,259,69,0,2,69
1558,39,35,0,3,35
1558,529,35,0,3,35
1558,271,69,0,7,69
1558,222,51,0,4,51
1558,521,115,0,1,115
1558,81,26,0,2,26
1558,333,51,0,8,51
1558,516,36,2,1,34
1558,526,28,0,2,28
1558,88,23,0,5,23
1558,167,39,0,8,39
1558,165,34,0,4,34
1558,475,38,0,4,38
1558,57,22,0,3,22
1558,248,35,0,2,35
1558,481,40,0,3,40
1558,453,37,0,5,37
1558,415,33,0,1,33
1558,194,44,0,2,44
1558,172,27,0,4,27
1558,50,18,0,3,18
1558,180,25,0,2,25
1558,464,22,0,1,22
1558,534,28,0,3,28
1558,425,26,0,2,26
1558,225,25,2,10,23
1558,164,44,0,6,44
1558,430,15,0,1,15
1558,467,29,0,1,29
1558,61,18,0,7,18
1558,155,19,0,3,19
1558,181,15,0,2,15
1558,463,23,1,1,22
1558,499,11,0,2,11
1558,196,12,0,2,12
1558,251,15,0,6,15
1558,168,13,0,3,13
1558,492,20,0,1,20
1558,247,21,0,1,21
1558,324,12,0,1,12
1558,495,14,0,2,14
1558,454,13,0,1,13
1558,162,16,0,5,16
1558,531,12,0,4,12
1558,142,7,0,2,7
1558,321,14,0,1,14
1558,532,19,0,3,19
1558,341,13,0,4,13
1558,486,16,0,1,16
1558,466,9,0,2,9
1558,299,10,0,1,10
1558,496,10,0,2,10
1558,338,5,0,1,5
1558,428,5,0,1,5
1558,245,5,0,2,5
1558,273,5,0,2,5
1558,548,5,0,1,5
1558,339,2,0,4,2
1558,537,2,0,1,2
1558,448,404,0,8,404
1558,39,525,0,4,525
1558,513,208,0,4,208
1558,163,235,0,9,235
1558,304,117,0,3,117
1558,524,97,0,7,97
1558,183,131,0,7,131
1558,73,89,0,4,89
1558,450,69,0,3,69
1558,210,101,0,5,101
1558,518,148,0,11,148
1558,52,69,0,7,69
1558,141,46,0,6,46
1558,489,46,0,10,46
1558,474,65,0,2,65
1558,417,49,0,4,49
1558,34,49,0,3,49
1558,89,38,0,1,38
1558,195,52,0,5,52
1558,33,43,0,7,43
1558,187,62,0,3,62
1558,380,57,0,3,57
1558,452,30,0,3,30
1558,277,43,0,3,43
1558,352,34,0,5,34
1558,271,65,0,7,65
1558,556,31,0,2,31
1558,222,42,0,4,42
1558,72,31,0,6,31
1558,431,27,0,8,27
1558,526,30,0,3,30
1558,522,20,0,3,20
1558,248,42,0,2,42
1558,430,62,0,1,62
1558,164,40,0,4,40
1558,172,33,0,4,33
1558,396,26,0,3,26
1558,481,37,0,3,37
1558,259,39,0,2,39
1558,266,13,0,4,13
1558,50,16,0,3,16
1558,453,28,0,5,28
1558,464,23,0,1,23
1558,415,24,0,1,24
1558,225,24,17,8,7
1558,561,27,0,2,27
1558,425,22,0,2,22
1558,528,18,0,2,18
1558,155,18,0,3,18
1558,88,13,0,4,13
1558,486,32,0,1,32
1558,516,17,0,1,17
1558,180,20,0,3,20
1558,475,18,2,2,16
1558,321,24,0,1,24
1558,333,20,0,8,20
1558,531,20,0,4,20
1558,521,36,0,1,36
1558,162,18,0,4,18
1558,454,16,0,1,16
1558,467,19,0,1,19
1558,442,11,0,1,11
1558,165,11,0,2,11
1558,61,11,0,7,11
1558,194,16,2,2,14
1558,492,15,0,1,15
1558,499,7,0,2,7
1558,537,14,0,1,14
1558,338,7,0,1,7
1558,324,9,0,1,9
1558,299,12,0,1,12
1558,495,10,0,2,10
1558,247,7,0,1,7
1558,181,9,0,2,9
1558,341,10,0,4,10
1558,428,7,0,1,7
1558,251,8,0,6,8
1558,519,9,0,1,9
1558,245,6,0,2,6
1558,168,5,0,3,5
1558,339,6,0,4,6
1558,463,6,0,1,6
1558,365,5,0,2,5
1558,466,6,0,2,6
1558,548,6,0,1,6
1558,529,2,0,2,2
1558,57,2,0,3,2
1558,534,3,0,3,3
1558,532,2,0,3,2
1558,548,18,0,1,18
1558,448,1012,0,8,1012
1558,183,1169,0,7,1169
1558,163,710,0,9,710
1558,513,574,0,3,574
1558,417,517,0,4,517
1558,304,386,0,4,386
1558,524,367,0,7,367
1558,518,426,0,11,426
1558,34,424,0,3,424
1558,73,286,0,5,286
1558,89,286,0,6,286
1558,489,280,3,10,277
1558,352,260,0,5,260
1558,396,386,0,4,386
1558,186,371,0,1,371
1558,210,350,0,5,350
1558,72,290,0,6,290
1558,180,399,0,4,399
1558,52,247,0,7,247
1558,450,176,0,4,176
1558,452,167,0,2,167
1558,556,216,0,4,216
1558,561,428,0,2,428
1558,222,312,0,5,312
1558,187,300,0,3,300
1558,546,146,0,3,146
1558,380,224,0,2,224
1558,266,139,0,4,139
1558,522,138,3,4,135
1558,33,165,0,7,165
1558,195,193,0,5,193
1558,57,153,0,3,153
1558,528,207,1,4,206
1558,50,141,0,3,141
1558,414,187,0,2,187
1558,485,91,0,2,91
1558,88,118,0,5,118
1558,499,114,0,2,114
1558,431,101,0,8,101
1558,321,194,0,2,194
1558,155,147,0,3,147
1558,453,136,0,6,136
1558,259,134,0,2,134
1558,81,86,0,2,86
1558,39,84,0,3,84
1558,526,82,0,2,82
1558,165,122,12,2,110
1558,181,78,0,2,78
1558,442,90,0,1,90
1558,425,111,0,2,111
1558,481,147,0,3,147
1558,456,87,0,2,87
1558,172,106,0,3,106
1558,464,90,0,1,90
1558,194,133,0,2,133
1558,277,38,0,3,38
1558,415,96,0,1,96
1558,495,109,0,2,109
1558,248,81,0,2,81
1558,529,52,0,2,52
1558,492,59,4,1,55
1558,333,50,0,8,50
1558,164,84,0,6,84
1558,245,72,0,4,72
1558,168,55,0,3,55
1558,247,68,0,1,68
1558,338,54,0,1,54
1558,430,51,0,1,51
1558,486,100,0,1,100
1558,531,80,0,4,80
1558,271,75,0,6,75
1558,162,72,0,3,72
1558,225,60,33,10,27
1558,475,56,3,2,53
1558,537,77,0,1,77
1558,141,24,0,2,24
1558,474,40,0,1,40
1558,466,56,0,2,56
1558,463,54,0,1,54
1558,516,38,0,1,38
1558,365,42,0,2,42
1558,251,47,0,6,47
1558,454,46,0,1,46
1558,428,32,0,1,32
1558,467,25,0,1,25
1558,341,35,0,4,35
1558,64,21,0,4,21
1558,196,10,0,2,10
1558,285,20,0,3,20
1558,324,24,0,2,24
1558,521,32,0,1,32
1558,61,18,1,6,17
1558,519,17,0,1,17
1558,496,28,0,2,28
1558,534,21,0,3,21
1558,532,13,0,3,13
1558,506,19,0,1,19
1558,273,24,0,2,24
1558,299,20,0,1,20
1558,517,10,0,1,10
1558,533,13,0,1,13
1558,249,15,0,1,15
1558,479,6,0,1,6
1558,448,165,0,4,165
1558,163,169,0,8,169
1558,304,86,0,4,86
1558,187,155,0,3,155
1558,183,114,0,7,114
1558,210,94,0,4,94
1558,546,57,0,3,57
1558,52,66,0,7,66
1558,518,102,0,10,102
1558,195,71,0,5,71
1558,524,55,5,7,50
1558,141,44,0,5,44
1558,513,48,0,2,48
1558,485,36,0,2,36
1558,89,36,0,6,36
1558,73,41,0,4,41
1558,33,41,0,7,41
1558,186,48,0,2,48
1558,180,59,0,4,59
1558,489,36,0,8,36
1558,34,38,0,3,38
1558,474,40,0,2,40
1558,380,48,0,3,48
1558,277,39,0,3,39
1558,526,39,0,1,39
1558,271,56,0,6,56
1558,172,41,0,4,41
1558,164,48,0,6,48
1558,352,24,0,4,24
1558,528,38,0,4,38
1558,259,47,0,2,47
1558,72,21,12,6,9
1558,333,40,0,8,40
1558,495,39,0,3,39
1558,522,15,0,4,15
1558,248,32,0,2,32
1558,452,13,0,3,13
1558,225,26,14,10,12
1558,88,15,0,4,15
1558,425,25,0,2,25
1558,222,21,0,4,21
1558,39,16,0,3,16
1558,194,29,0,2,29
1558,431,13,0,8,13
1558,396,14,0,3,14
1558,556,12,0,1,12
1558,475,19,1,4,18
1558,251,22,0,6,22
1558,481,22,0,3,22
1558,64,13,0,4,13
1558,486,36,0,2,36
1558,529,10,0,2,10
1558,266,8,0,4,8
1558,453,18,0,5,18
1558,414,14,0,3,14
1558,442,11,0,1,11
1558,467,21,0,1,21
1558,499,9,0,2,9
1558,454,15,0,1,15
1558,181,14,0,2,14
1558,247,19,0,1,19
